Name,Url,Description,Chains,Twitter,TVL,Chain TVLs,Category
handle.fi Perps,https://app.handle.fi/trade,"the global defi FX protocol. borrow, convert & trade multi-currency #stablecoins ",['Arbitrum'],handle_fi,1432733.7648557066,{'Arbitrum': 1432733.7648557066},Derivatives
Superfluid,https://www.superfluid.finance/home,"Programmable Cashflows. Handle subscriptions, salaries, rewards and any composable stream of value, with continuous settlement and per-second netting for extreme capital efficiency.","['Polygon', 'Arbitrum', 'xDai', 'Optimism', 'Avalanche', 'Binance']",Superfluid_HQ,1365513.2060694308,"{'Optimism': 33709.33034928739, 'xDai-vesting': 13071.513168934245, 'Polygon-vesting': 1824964.1037046178, 'Avalanche-vesting': 3.3350745028979727, 'Binance': 5.5145354733643295, 'xDai': 70927.45729569787, 'vesting': 1838788.7926149839, 'Avalanche': 271.6200511217206, 'Polygon': 1090678.5219068301, 'Arbitrum-vesting': 43.60944752366045, 'Arbitrum': 169920.76193102045, 'Optimism-vesting': 705.2032149488645, 'Binance-vesting': 1.0280044563276711}",Payments
Voltz,https://www.voltz.xyz,Voltz Protocol is a non-custodial Automated Market Maker for Interest Rate Swaps.,"['Arbitrum', 'Ethereum', 'Avalanche']",voltz_xyz,1357771.289983817,"{'Ethereum': 341368.6807626025, 'Avalanche': 325929.9789251073, 'Arbitrum': 690472.6302961071}",Derivatives
Buffer Finance,https://www.buffer.finance,Buffer Finance is an exotic options trading platform built for trading price volatility and hedge risks while trading high leveraged positions. With Buffer you can get access to diverse markets in completely non-custodial way and all trades condenses to a simple question whether the price of the underlying will go up or down,"['Arbitrum', 'Polygon']",Buffer_Finance,1333931.9907746513,"{'Polygon': 36234.576193, 'Arbitrum-staking': 1056736.7946769895, 'Arbitrum': 1297697.4145816513, 'staking': 1056736.7946769895}",Options
Arbi's Finance,https://arbis.finance,Arbi's Finance is the premier autocompounder on the Arbitrum network.,['Arbitrum'],arbis_finance,1323113.3221306177,"{'Arbitrum-staking': 0, 'Arbitrum': 1323113.3221306177, 'staking': 0}",Yield
Cega,https://app.cega.fi,Cega offers safer and transparent yield strategies as defi's first exotic options protocol.,"['Ethereum', 'Solana', 'Arbitrum']",cega_fi,1306349.4071405323,"{'Solana-borrowed': 301892.202897, 'Ethereum': 1052891.036794, 'Ethereum-borrowed': 6642031.331996, 'Solana': 196048.217604, 'Arbitrum': 57410.152742532235, 'borrowed': 6943923.5348930005}",Options
Rodeo,https://www.rodeofinance.xyz,Rodeo is creating a leverage hyperstructure on Arbitrum that lets users increase their positions in top-tier vaults and strategies.,['Arbitrum'],Rodeo_Finance,1293509.6425919938,"{'Arbitrum-borrowed': 1277212.2523187683, 'Arbitrum': 1293509.6425919938, 'borrowed': 1277212.2523187683}",Yield
xToken,https://app.xtokenterminal.io/,Permissionless Investment Bank,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon']",xtokenterminal,1266372.4242042205,"{'Optimism': 45463.511657119096, 'Ethereum': 1212108.6351608213, 'Polygon': 0, 'Arbitrum': 8800.277386280228}",Liquidity manager
Zyberswap V3,https://www.zyberswap.io/,"ZyberSwap V3's Concentrated Liquidity feature allows liquidity providers to focus their liquidity within a specific price range, resulting in increased capital efficiency and reduced impermanent loss. This feature is particularly beneficial for those looking to optimize their investment strategy and maximize returns, as it allows for more precise tracking of Total Value Locked (TVL) within a designated price range.","['Arbitrum', 'Optimism']",ZyberSwap,1249298.6045859838,"{'Optimism': 35805.750760548726, 'Arbitrum': 1213492.853825435}",Dexes
Liquid Finance,https://liquidfinance.io,Liquid Finance is a decentralised liquidity providing service that aims to solve problems of capital inefficiency and value accrual in DeFi markets.,['Arbitrum'],FinanceLiquid,1246629.743329075,"{'pool2': 12370.648661666244, 'Arbitrum-staking': 197603.63451134838, 'Arbitrum': 1246629.743329075, 'Arbitrum-pool2': 12370.648661666244, 'staking': 197603.63451134838}",Yield
Vaultka,https://www.vaultka.com,"Vaultka stands as the cornerstone for perpetual DEXs growth on Arbitrum, primarily focused on amplifying the value of LP tokens of Perp DEXs. We serve a broad array of beverage-themed DeFi solutions, each meticulously crafted to optimize returns across diverse risk profiles. Our mission is to catalyze the continuous expansion of perpetual DEXs.",['Arbitrum'],Vaultkaofficial,1193128.8141388919,{'Arbitrum': 1193128.8141388919},Yield
Timeswap V2,https://app.timeswap.io,"V2 comes with the same design principles as V1, but with 5x more capital efficiency & more.","['Arbitrum', 'Mantle', 'Polygon', 'Polygon zkEVM', 'Base', 'Ethereum']",TimeswapLabs,1190923.8135583731,"{'Polygon zkEVM': 74916.33710191716, 'Mantle': 279562.03335799114, 'Base': 52257.31540607399, 'Ethereum': 247.8215985235609, 'Polygon': 93148.49407077252, 'Arbitrum': 690791.8120230949}",Lending
Arbitrove,https://arbitrove.finance,"Arbitrove Protocol is a yield-bearing index protocol that allows people to one-click mint an index that give exposure to a batch of strategies consist of yield-bearing assets. Unlike traditional index protocol that only hold tokens, Arbitrove Protocol dynamically deploy capital to strategies. At launch, ALP will be the first index demonstrating Arbitrove's uniqueness. Designing an index is permissioned at launch and will be permissionless in later updates.",['Arbitrum'],nitrocartel,1184850.5758767142,{'Arbitrum': 1184850.5758767142},Indexes
Popcorn,https://pop.network/,"Popcorn is where DeFi and Social impact collide.
    Earn high yield on your cryptoassets while creating real world impact.
    Popcorn's products fund environmental, open source, and educational initiatives.","['Ethereum', 'Polygon', 'Arbitrum', 'Binance']",Popcorn_DAO,1164962.6552210988,"{'Arbitrum-staking': 3273.959426586281, 'Binance': 0, 'Ethereum': 1163284.3094658875, 'Binance-staking': 3440.6989002261485, 'Ethereum-staking': 471524.53443503974, 'Polygon': 1678.3457552114232, 'Polygon-staking': 18484.812392310898, 'Arbitrum': 0, 'staking': 496724.00515416305}",Yield
MCDEX,https://mux.network/,"MCDEX is a permissionless AMM-based decentralized perpetual swap protocol. MCDEX has ceased operation, and the remaining TVL on the platform is from user deposits.","['Ethereum', 'Arbitrum', 'Binance']",muxprotocol,1154054.646218356,"{'Binance': 11404.776954606228, 'Ethereum': 1126784.295451067, 'Arbitrum': 15865.573812682895}",Dexes
Kromatika,https://app.kromatika.finance/limitorder#/pool,Next generation order book limit trading on Uniswap.,"['Optimism', 'Ethereum', 'Arbitrum', 'Polygon']",KromatikaFi,1148463.5482758128,"{'Optimism': 981572.2256458816, 'Optimism-staking': 5569.974500829824, 'Arbitrum-staking': 16240.15978110757, 'Ethereum': 127897.15116563685, 'Ethereum-staking': 14700.065238220268, 'Polygon': 3.8606873999999993, 'Polygon-staking': 100.43884083915196, 'Arbitrum': 38990.3107768942, 'staking': 36610.63836099682}",Dexes
Mean Finance,https://mean.finance,"Mean Finance is an open protocol that enables users (or protocols) to Dollar Cost Average (DCA) any ERC20 into any ERC20 with their preferred period frequency, without sacrificing decentralization or giving up personal information to any centralized parties.","['Arbitrum', 'Polygon', 'Optimism', 'Ethereum', 'Binance']",mean_fi,1129572.354014699,"{'Binance': 6977.128854323993, 'Optimism': 292997.379860542, 'Ethereum': 157639.21990016132, 'Polygon': 326127.6432493487, 'Arbitrum': 345830.9821503232}",Services
SolidLizard,https://solidlizard.finance/,"SolidLizard is an Arbitrum One decentralized exchange that allows swaps at a low cost in swap fees and has a governance structure based on the ve(3,3) system",['Arbitrum'],solidlizardfi,1124714.749359418,{'Arbitrum': 1124714.749359418},Dexes
Elk,https://elk.finance,"Elk Finance is building Web3 infrastructure for cross-chain value and data transfer via ElkNet - our decentralized bridge. Our motto is Any chain, anytime, anywhere.","['Polygon', 'Avalanche', 'Binance', 'Elastos', 'xDai', 'Arbitrum', 'Cronos', 'Fantom', 'Ethereum', 'Optimism', 'IoTeX', 'Kucoin', 'Kava', 'Fuse', 'Heco', 'Telos', 'Bittorrent', 'OKExChain', 'Moonriver', 'Harmony', 'Hoo']",elk_finance,1050312.503483236,"{'Optimism': 23342.829168948047, 'Kava': 15143.289249469553, 'Moonriver': 4217.9876750829535, 'Harmony': 4020.2169139306225, 'Binance': 154778.79151506023, 'IoTeX': 18179.12451357094, 'Ethereum': 27914.582088870946, 'xDai': 70412.88711748294, 'Heco': 12552.003091634626, 'Avalanche': 194386.84368421393, 'Telos': 9411.203233031496, 'Arbitrum': 50868.01283052381, 'Fuse': 13541.89771037353, 'Fantom': 34953.334243924925, 'Cronos': 50630.948037747534, 'OKExChain': 7535.143377853563, 'Hoo': 0, 'Kucoin': 15438.51744081541, 'Bittorrent': 8451.67191253035, 'Elastos': 136801.73203301113, 'Polygon': 197731.4876451597}",Dexes
Hashflow,https://www.hashflow.com,The most powerful DeFi trading experience. Tight spreads. Zero slippage. MEV-resistant,"['Ethereum', 'Arbitrum', 'Polygon', 'Binance', 'Optimism', 'Avalanche']",hashflow,1048980.6089210713,"{'Optimism': 19866.0844664849, 'Binance': 21637.63170573449, 'Ethereum': 865755.8196333809, 'Avalanche': 10796.553679056511, 'Polygon': 52441.99577405606, 'Arbitrum': 78482.5236623585}",Dexes
Antfarm finance,https://antfarm.finance,"Antfarm finance is a multichain pool optimizer built specifically for Liquidity Providers and crypto projects. Antfarm's mission is to attract, compensate and retain LPs, increasing their profits while reducing the risks taken.","['Ethereum', 'Polygon zkEVM', 'Arbitrum']",antfarmfinance,1048631.3505947196,"{'Ethereum': 899167.7147087208, 'Polygon zkEVM': 128282.61534845264, 'Ethereum-staking': 272771.6675493929, 'Arbitrum': 21181.020537546134, 'staking': 272771.6675493929}",Liquidity manager
Aboard Exchange,https://aboard.exchange,Aboard Exchange is a leading order book perpetual DEX live on multi-chains,"['Arbitrum', 'Avalanche', 'zkSync Era']",AboardExchange,1036378.6980868791,"{'zkSync Era': 87375.547844, 'Avalanche': 121232.770362341, 'Arbitrum': 827770.3798805381}",Derivatives
Tenderize,https://tenderize.me,Connecting Web3 with DeFi through Liquid Staking.,"['Ethereum', 'Arbitrum']",tenderize_me,1027383.5770165503,"{'Ethereum': 528553.5453717277, 'Arbitrum': 498830.0316448227}",Liquid Staking
Nested,https://nested.fi,"Nested is the ideal place for your crypto journey to start 🧩 On Nested, you can build, share, and copy strategies. Earn 50% of the platform’s fees every time someone copies your strategy - our royalties scheme will become your favorite passive income! When you create or copy a strategy, your NFT comes to life and represents it - called a NestedNFT. It's your time to make your mark and appear on the top of our leaderboard!","['Arbitrum', 'Polygon', 'Optimism', 'Binance', 'Ethereum', 'Avalanche']",NestedFi,1005463.3239726372,"{'Optimism': 170912.98747884398, 'Binance': 160160.35981284117, 'Ethereum': 155408.4956908958, 'Avalanche': 37835.61172913143, 'Polygon': 206879.36212019372, 'Arbitrum': 274266.50714073115}",Services
Unipilot,https://unipilot.io,"Unipilot optimizes your Uniswap v3 liquidity, keeping it concentrated around the current trading price to maximize returns and minimize gas costs.","['Ethereum', 'Arbitrum', 'Polygon', 'Binance', 'Dogechain', 'Polygon zkEVM']",unipilot_io,984694.8876186549,"{'Polygon zkEVM': 1038.4572086345015, 'Binance': 4390.94467682072, 'Dogechain': 2705.1726252207604, 'Ethereum': 579312.676662552, 'Ethereum-staking': 281402.3288797271, 'Polygon': 164664.65827991805, 'Arbitrum': 232582.9781655088, 'staking': 281402.3288797271}",Liquidity manager
Cap V4,https://cap.io,"Decentralized Perps. Trade global markets with low fees, deep liquidity, and up to 100× leverage.","['Arbitrum', 'Base']",CapDotFinance,984341.0352918427,"{'Arbitrum-staking': 1727768.2417495751, 'Arbitrum': 973031.9588315033, 'Base': 11309.076460339307, 'staking': 1727768.2417495751}",Derivatives
OasisSwap,https://swap.trident.game/#/swap,"Official Dex for Trident, a 2D MMO, procedurally-generated infinite universe video game on Arbitrum","['Arbitrum', 'Base']",OasisSwapDEX,976582.3430247919,"{'Arbitrum-staking': 222985.30075081336, 'Arbitrum': 763034.4552070188, 'Base': 213547.88781777318, 'staking': 222985.30075081336}",Dexes
Locus Finance,https://www.locus.finance,Locus is a platform for decentralized asset management that offers tokenized yield-bearing vaults of strategies,"['Ethereum', 'Arbitrum']",Locus_finance,961479.0842522841,"{'Ethereum': 907346.148878448, 'Arbitrum': 54132.93537383623}",Yield
Chronos V2,https://app.chronos.exchange/,Chronos is a community-owned decentralized exchange (DEX) and liquidity provider constructed on Arbitrum,['Arbitrum'],ChronosFi_,920457.9941667111,{'Arbitrum': 920457.9941667111},Dexes
YFX,https://www.yfx.com,"World-leading decentralized perpetual exchange with up to 100x leverage, high liquidity, low fees, and no slippage.",['Arbitrum'],YFX_COM,889665.4920017212,{'Arbitrum': 889665.4920017212},Derivatives
FutureSwap,https://www.futureswap.com/,Futureswap is a decentralized perpetuals exchange governed by the community.,"['Ethereum', 'Arbitrum', 'Avalanche']",futureswapx,881829.7255859016,"{'Ethereum': 447618.71163631236, 'Avalanche': 29781.30247401903, 'Arbitrum': 404429.71147557016}",Derivatives
Rubicon,https://app.rubicon.finance/swap,An on-chain order book protocol for Ethereum. Built on leading L2 networks.,"['Optimism', 'Arbitrum']",rubicondefi,866886.5751692526,"{'Optimism': 851136.0367311044, 'Arbitrum': 15750.538438148225}",Dexes
Contango,https://contango.xyz/,"Contango is a unique decentralized market offering expirables, contracts to buy or sell an asset at a set price and date in the future","['Arbitrum', 'Ethereum']",Contango_xyz,853262.3450358632,"{'Ethereum': 0, 'Arbitrum': 853262.3450358632}",Derivatives
OmniBTC,https://www.omnibtc.finance,"A decentralized cross-chain swap and lend/borrow platform, aiming to connect and unify all the on-chain liquidity.","['Sui', 'Arbitrum', 'Optimism', 'Polygon', 'Base']",OmniBTC,846717.2653420914,"{'Optimism': 54455.16638381724, 'Sui': 647982.4965808499, 'Base': 12665.365520670888, 'Polygon': 17562.465370740403, 'Arbitrum': 114051.77148601305, 'borrowed': 1257978.508190297, 'Sui-borrowed': 1257978.508190297}",Lending
Steer Protocol,https://steer.finance,"Steer is a decentralized compute protocol that provides a scaling solution for data processing through its robust off-chain infrastructure. Services are targeted at leveraging off-chain data for on-chain automation, such as automated liquidity management in DeFi.","['Evmos', 'Polygon', 'Arbitrum', 'Optimism', 'Binance', 'ThunderCore', 'Metis', 'Avalanche', 'Polygon zkEVM', 'Celo']",steerprotocol,800848.1171408792,"{'Optimism': 3131.6495977199693, 'Metis': 181.87652171368435, 'Polygon zkEVM': 104.84698763986684, 'Evmos': 506573.9472560574, 'ThunderCore': 527.7882289640427, 'Binance': 1611.9724334273849, 'Avalanche': 147.82094095083093, 'Polygon': 262602.8776036388, 'Celo': 0, 'Arbitrum': 25965.337570767177}",Liquidity manager
Hats.V2,https://hats.finance,"Hats is an onchain Bug Bounty Protocol, Hats uses incentives to funnel part of the 3.2bn in stolen assets annually into bounties for ethical and responsible disclosures.","['Ethereum', 'Arbitrum', 'Binance', 'Optimism', 'Polygon']",HatsFinance,764841.9512195585,"{'Binance': 0, 'Optimism': 0, 'Ethereum': 715684.6173758163, 'Polygon': 0, 'Arbitrum': 49157.33384374216}",Services
Fractal Protocol,https://www.fractalprotocol.org,Fractal is an omni-chain fixed yield protocol. Users deposit stablecoins from any chain (EVM for now) and get diversified yield exposure from all chains.,"['Ethereum', 'Arbitrum', 'Avalanche', 'Polygon']",fractal_usdf,756746.853088807,"{'Ethereum': 710859.989081, 'Avalanche': 0, 'Polygon': 0, 'Ethereum-borrowed': 0, 'Arbitrum': 45886.86400780699, 'borrowed': 600000, 'Avalanche-borrowed': 600000}",Yield
Unibot V2,https://unibot-v2.dmo.finance/factory,"UniBot is designed to solve the problems for Uniswap v3 liquidity providers. UniBot is an Automated Leveraged Liquidity Provision Platform that offers higher capital efficiency, in-protocol lending pools, and automation position management.","['Arbitrum', 'Polygon']",DiamondProtocol,736097.4802495732,"{'Polygon': 3669.1179530145464, 'Arbitrum': 732428.3622965587}",Liquidity manager
MessinaOne,https://messina.one,Messina.one is a cross-chain protocol built on top of Wormhole that aims to enable the next 1B blockchain users.,"['Ethereum', 'Algorand', 'Polygon', 'Avalanche', 'Arbitrum', 'Cronos', 'Binance']",MessinaOne,731415.104415228,"{'Cronos': 0, 'Binance': 0, 'Ethereum': 345492.62348510715, 'Algorand': 335872.6679547345, 'Avalanche': 13444.430223, 'Polygon': 26415.8878023863, 'Arbitrum': 10189.49495}",Cross Chain
Vendor V1,https://vendor.finance,"Vendor Finance allows for permission-less, isolated, fixed-rate, fixed-term, and zero liquidation loan markets to be created. Lenders create fully customizable loans by setting all their own terms! Borrowers obtain non-liquidatable, fixed rate, and fixed terms loans.","['Ethereum', 'Arbitrum']",VendorFi,723697.5589984497,"{'Ethereum': 700023.4686239418, 'Arbitrum': 23674.090374508}",Lending
Revest Finance,https://revest.finance,"The Revest Protocol pioneers a revolutionary new use of NFTs as financial tools. Individual and project level users can deposit any ERC20 into our interactive FNFTs and set custom unlocking conditions (time, value, or contract based). This high level of composability fills many of the massive gaps in the crypto landscape ranging from something as simple as new KPI based token vesting for launching dev teams to truly game changing implications for derivative and borrowing/lending platforms","['Ethereum', 'Fantom', 'Avalanche', 'Polygon', 'Optimism', 'Arbitrum']",RevestFinance,687780.5240836807,"{'Optimism': 0, 'Ethereum': 680611.2041248536, 'Avalanche': 7.7180599999999995, 'Ethereum-staking': 1591012.3103621067, 'Polygon': 1.10312826, 'Arbitrum': 0, 'Fantom': 7160.498770567068, 'staking': 1591012.3103621067}",NFT Lending
BarnBridge,https://barnbridge.com/,A fluctuations derivatives protocol for hedging yield sensitivity and market price.,"['Ethereum', 'Optimism', 'Arbitrum']",Barn_Bridge,656198.7143550555,"{'Optimism': 123049.97000618046, 'Ethereum': 533148.744348875, 'Arbitrum': 0}",Yield Aggregator
Resonate Finance,https://resonate.finance,Yield Futures Protocol which allows users to receive an up-front payment in exchange for selling the rights to their future accrued yield,"['Ethereum', 'Fantom', 'Polygon', 'Optimism', 'Arbitrum']",ResonateFi,643315,"{'Optimism': 34919, 'Ethereum': 493052, 'Polygon': 42392, 'Arbitrum': 20208, 'Fantom': 52744}",Yield
Neptune Mutual,https://neptunemutual.com,"Neptune Mutual follows a parametric insurance model, meaning it provides payout on the basis of parameters instead of individual claim assessments. Upon the resolution of an incident, all the policyholders of the affected protocol will receive the payouts. Neptune Mutual eliminates individual claim assessments which makes policy easy to claim, faster, and much more reliable.","['Arbitrum', 'Ethereum', 'Binance']",neptunemutual,642896.1422569714,"{'Binance': 50064.845818663016, 'Ethereum': 229311.674876, 'Arbitrum': 363519.6215623084}",Insurance
Clober,https://clober.io,Clober is a fully decentralized on-chain order book DEX infrastructure based on its unique algorithm LOBSTER.,"['Polygon zkEVM', 'Polygon', 'Arbitrum', 'Ethereum']",CloberDEX,623936.0954922857,"{'Ethereum': 21.361110024770007, 'Polygon zkEVM': 607874.6778427036, 'Polygon': 12621.207005180273, 'Arbitrum': 3418.849534376959}",Dexes
Sentiment,https://www.sentiment.xyz,Sentiment is a liquidity protocol Enabling Onchain Permissionless Undercollateralized Borrowing.,['Arbitrum'],sentimentxyz,611148.4336659344,{'Arbitrum': 611148.4336659344},Leveraged Farming
Arbitrum Exchange V3,https://arbidex.fi,Uniswap V3 fork on Arbitrum.,['Arbitrum'],arbidex_fi,610962.278531719,{'Arbitrum': 610962.278531719},Dexes
Midas Capital,https://midascapital.xyz/,Permissionless isolated lending pools for customizable creation of lending/borrowing markets.,"['Polygon', 'Binance', 'Arbitrum', 'Moonbeam']",MidasCapitalxyz,543591.6557411859,"{'Moonbeam-borrowed': 1.1461681452873573, 'Arbitrum-borrowed': 34238.59886520868, 'Polygon-borrowed': 2589.692307403177, 'Binance-borrowed': 70281.80120924191, 'Moonbeam': 199.59253691001143, 'Binance': 153479.09915298145, 'Polygon': 347450.1760433919, 'Arbitrum': 42462.78800790245, 'borrowed': 107111.23854999906}",Lending
GumBall Protocol,https://www.gumball.fi,GumBall Protocol is a Liquid NFT creation and trading hub.,['Arbitrum'],GumBallProtocol,537989.5882756785,{'Arbitrum': 537989.5882756785},NFT Marketplace
Volmex,https://volmex.finance/,Tokenized volatility protocol built on Ethereum,"['Ethereum', 'Arbitrum', 'Polygon']",volmexfinance,530428.252987578,"{'Ethereum': 217089.28016316262, 'Polygon': 136499.192840174, 'Arbitrum': 176839.7799842414}",Yield
Atomic Green,https://atomic.green,Atomic Green is the first multi-chain platform for leverage trading on DEXs in both EVM-like and non-EVM chains. The first version operates via integration in UNI V3/ARCTIC liquidity pools. Margin balances for trading are borrowed from the own lending protocol.,['Arbitrum'],atomic__green,494475.12434545235,{'Arbitrum': 494475.12434545235},Derivatives
Pulsar Swap,https://pulsarswap.com,Swap and Long Term Invest Crypto on TWAMM Protocol,"['Ethereum', 'Arbitrum', 'Mantle']",PulsarSwap,487119.87406364677,"{'Ethereum': 344496.5521628629, 'Mantle': 0.3270299775695409, 'Arbitrum': 142622.9948708063}",Dexes
MM Finance Arbitrum,https://arbimm.finance,The lowest fee dex on Arbitrum and first to incorporate NFT into its DeFI ecosystem seamlessly.,['Arbitrum'],MMFcrypto,475780.45210790023,"{'Arbitrum-staking': 0, 'Arbitrum': 475780.45210790023, 'staking': 0}",Dexes
Arbswap StableSwap,https://arbswap.io/swap,Stableswap AMM,"['Arbitrum', 'Arbitrum Nova']",ArbswapOfficial,469104.66337905393,"{'Arbitrum Nova': 114408.0631708898, 'Arbitrum': 354696.60020816413}",Dexes
Bond Protocol,https://www.bondprotocol.finance/,"Bond Protocol is an independent, fair platform offering innovative Bonds-as-a-Service for DeFi. It allows permissionless bond market creation, tokenized bond positions, and easy integration of new bond assets and auction interfaces","['Ethereum', 'Arbitrum']",Bond_Protocol,466890.9585193773,"{'Ethereum': 383821.51636221143, 'Arbitrum': 83069.44215716587}",Services
Ante Finance,https://ante.finance,Smart Tests for Smart Contracts,"['Ethereum', 'Avalanche', 'Binance', 'Optimism', 'Polygon', 'Aurora', 'Fantom', 'Arbitrum']",AnteFinance,456904.840187919,"{'Optimism': 2802.966, 'Binance': 4677.54, 'Ethereum': 438770.133027019, 'Aurora': 1648.1, 'Avalanche': 5967.9648, 'Polygon': 2210.5494409, 'Arbitrum': 1.9789199999999998, 'Fantom': 825.608}",Insurance
3xcalibur,https://3xcalibur.com,"The 3xcalibur Protocol is a permissionless, liquidationless, oracleless liquidity marketplace, powered by Tri-AMM architecture to facilitate stableswaps, variable swaps and borrowing/lending.",['Arbitrum'],3xcalibur69,454606.8373268444,{'Arbitrum': 454606.8373268444},Dexes
OreoSwap,https://oreoswap.finance/,OreoSwap is a DeFi platform that provides both AMM and integrated NFT Farming on Arbitrum blockchain network,['Arbitrum'],oreoswap,453238.4476722571,"{'Arbitrum-staking': 43003.49343583074, 'Arbitrum': 453238.4476722571, 'staking': 43003.49343583074}",Dexes
ZKasino,https://play.zkasino.io,A decentralised betting platform with tokenised ownership on ZK-Rollups.,"['Arbitrum', 'Polygon', 'Fantom', 'Binance']",ZKasino_io,445976.398448771,"{'Binance': 81.11017593074735, 'Polygon': 122603.74462983063, 'Arbitrum': 322042.11047035386, 'Fantom': 1249.4331726557534}",Prediction Market
ReHold V2,https://rehold.io,ReHold is an innovative protocol that offers the first Dual investments in DeFi. High APRs are accessible due to DEXs' Liquidity Pools with an effective price range for concentrated liquidity.,"['Arbitrum', 'Ethereum', 'Polygon', 'Optimism', 'Binance', 'Avalanche']",rehold_io,445853.4560998491,"{'Optimism': 34392.377784942626, 'Binance': 33888.49543375201, 'Ethereum': 141958.07129329254, 'Avalanche': 32378.816437354923, 'Polygon': 53295.989373653596, 'Arbitrum': 149939.70577685337}",Yield
Tigris,https://tigris.trade/,"Tigris is a decentralized synthetic perp trading platform on Arbitrum and Polygon that allows you to trade crypto, forex, and commodities with up to 500x leverage directly from your wallet","['Arbitrum', 'Polygon']",TigrisTrades,434027.2456138216,"{'Polygon': 2493.9906964383044, 'Arbitrum-staking': 2914369.4537364612, 'Polygon-staking': 0, 'Arbitrum': 431533.2549173833, 'staking': 2914369.4537364612}",Derivatives
Arbitrum Exchange V2,https://arbidex.fi,Dexes on arbitrum.,['Arbitrum'],arbidex_fi,427563.90320113295,"{'Arbitrum-staking': 53033.93867341737, 'Arbitrum': 427563.90320113295, 'staking': 53033.93867341737}",Dexes
Swapsicle,https://swapsicle.io,"Swapsicle is a decentralised exchange built on the avalanche blockchain offering swaps, farming and staking opportunities.","['Telos', 'Avalanche', 'Fantom', 'Arbitrum', 'Polygon', 'Binance', 'Optimism', 'Ethereum']",SwapsicIeDEX,426952.44456167746,"{'Optimism': 4.7497411239699625, 'Telos-staking': 40276.592984848015, 'Binance': 26.90408203776221, 'Ethereum': 0.2947996880085048, 'Avalanche': 73836.92325225176, 'Avalanche-staking': 39333.86488507645, 'Polygon': 42.20195188362384, 'Telos': 343976.6547831545, 'Arbitrum': 3361.204527886532, 'Fantom': 5703.511423651382, 'staking': 79610.45786992446}",Dexes
Ghast Protocol,https://ghastprotocol.com,"Ghast Protocol is an enhanced yield-and-lending protocol built on top of GMX's $GLP, GMD Protocol, and other existing large-cap applications within the Arbitrum ecosystem",['Arbitrum'],GhastProtocol,407133.79087570816,{'Arbitrum': 407133.79087570816},Yield Aggregator
CrowdSwap,https://app.crowdswap.org/swap,Find the best prices in the crypto space. Save significantly on your swaps and much more.,"['Polygon', 'Binance', 'Arbitrum', 'Ethereum', 'zkSync Era']",CrowdSwap_App,406384.0346612125,"{'Binance': 38085.59791643871, 'Ethereum': 2682.176676037264, 'zkSync Era': 2551.438925803385, 'Binance-staking': 39371.870965113965, 'Polygon': 329954.6827513611, 'Polygon-staking': 958547.0714874933, 'Arbitrum': 33110.13839157206, 'staking': 997918.9424526073}",Dexes
Lodestar V0,https://www.lodestarfinance.io,Lodestar Finance is an algorithmic borrowing and lending protocol that aims to bring the critical DeFi primitive of decentralized money markets to Arbitrum communities.,['Arbitrum'],LodestarFinance,403198.5265313078,"{'Arbitrum-borrowed': 626171.494033616, 'Arbitrum': 403198.5265313078, 'borrowed': 626171.494033616}",Lending
Router Protocol,https://www.routerprotocol.com/,"Router Protocol is a cross-chain communication protocol, that can not only enable the transfer of assets but can also support the passing of arbitrary data across chains. Developers can leverage its infra to build diverse cross-chain applications with ease. Router Protocol has built an open-source developer tooling suite that includes a CrossTalk smart contract library, a NodeJS SDK, a cross-chain block explorer, and other tools to help with the continuous integration and development of cross-chain dApps.","['Ethereum', 'Binance', 'Polygon', 'Aurora', 'Avalanche', 'Arbitrum', 'Fantom', 'Optimism', 'Kava', 'Cronos', 'Harmony']",routerprotocol,402018.8822419527,"{'Optimism': 945.7526999143346, 'Kava': 0, 'Cronos': 0, 'Harmony': 0, 'Binance': 126167.79044269727, 'Ethereum': 137879.5402596886, 'Aurora': 9837.39963642176, 'Avalanche': 8577.876186182228, 'Polygon': 116091.32967294754, 'Arbitrum': 1295.3461740145174, 'Fantom': 1223.847170086489}",Cross Chain
Pods Finance,https://www.pods.finance,Pods is a decentralized non-custodial options protocol that allows users to create calls and/or puts and trade them in the Options AMM.,"['Polygon', 'Ethereum', 'Arbitrum']",PodsFinance,384822.9011723199,"{'Ethereum': 94926.66795470801, 'Polygon': 257473.3944287679, 'Arbitrum': 32422.838788844023}",Options
Altitude,https://www.altitudedefi.com,"Altitude is a composable native asset bridge, and one of the first dApp’s built on LayerZero, a cross-chain communication infrastructure designed to ease the current constraints of omnichain activity.","['Arbitrum', 'Ethereum', 'Optimism', 'Polygon', 'Avalanche', 'Binance', 'Fantom']",AltitudeDeFi,382554.7277593497,"{'Optimism': 37234.23759958263, 'Binance': 15155.958173778166, 'Ethereum': 87116.55815309584, 'Avalanche': 16867.210429202576, 'Polygon': 29505.850751269412, 'Arbitrum': 191918.0571327777, 'Fantom': 4756.855519643385}",Cross Chain
